State,Delta,Theta,Alpha,Beta,Gamma
Stressed,4626.78,6635.30,5562.15,29487.12,183470.47
Stressed,25122.88,19244.34,11491.74,36639.46,132221.52
Stressed,19539.23,26623.86,25848.73,66438.60,132763.31
Stressed,4236.18,5216.28,3667.80,26969.08,104026.50
Stressed,2628.34,4999.18,5445.54,38123.16,102218.20
Stressed,5371.98,6433.51,9314.23,28522.55,119305.23
Stressed,7402.22,8761.61,4489.73,26356.07,106945.08
Stressed,3475.12,24845.65,17659.58,39635.72,133974.88
Stressed,24821.54,26633.53,14649.55,60257.68,91605.91
Stressed,6036.65,11277.93,4701.25,30764.36,103196.87
Stressed,78605.37,48080.77,19319.18,86784.11,430189.08
Stressed,86288.49,26904.93,24295.36,86612.69,362693.25
Stressed,12899.77,9070.37,4251.63,28483.94,96858.28
Stressed,4305.82,4158.98,3798.02,26378.22,86406.89
Stressed,26164.74,24633.53,11890.09,31324.59,93541.12
Stressed,953.83,871.01,740.45,1734.09,11606.78
Stressed,9300.33,10068.57,11322.96,24660.67,134076.48
Stressed,16529.92,32953.52,25023.47,30000.68,174802.47
Stressed,26775.90,8524.87,8937.62,31857.85,162622.73
Stressed,26953.52,13612.86,18988.64,58253.13,103611.76
Stressed,42601.98,29044.09,43887.04,72652.22,265524.68
Stressed,9462.37,6591.94,7740.99,38922.50,123395.10
Stressed,26004.47,11223.52,10347.77,22858.41,85498.99
Stressed,9858.63,9441.59,4404.86,36099.68,74754.01
Stressed,7674.60,6040.43,8028.14,39062.07,79146.39
Stressed,2959.57,1997.42,6359.40,19144.61,72278.11
Stressed,7192.85,17365.11,18305.22,41661.68,117580.85
Stressed,1868.85,5666.97,7259.84,28167.40,73495.76
Stressed,9754.71,13162.52,8573.21,23762.20,81083.27
Stressed,16653.09,34505.91,15771.13,59644.02,301049.78
Stressed,9899.34,12868.64,4619.77,18404.70,90363.12
Stressed,16754.59,27512.47,21217.57,40789.90,90356.70
Stressed,8054.15,5989.85,6301.22,37227.14,75693.90
Stressed,5524.09,4260.67,7637.42,24333.44,74845.37
Stressed,9253.75,9075.97,6589.56,23814.87,104619.67
Stressed,7076.60,5828.89,9016.50,33761.64,127991.14
Stressed,5870.62,5687.07,7188.71,28245.48,86234.32
Stressed,3668.17,2526.47,5608.70,24445.57,91495.42
Stressed,7167.57,4781.86,4695.33,28741.33,84152.38
Stressed,15645.46,10762.65,7114.55,28261.93,66349.52
Stressed,5289.34,7111.15,5375.68,22077.34,76490.63
Stressed,7375.91,7395.09,9397.74,34254.59,102650.49
Stressed,7310.04,2215.65,9052.52,15845.93,101183.76
Stressed,2168.16,1177.70,1367.11,4494.08,23450.04
Stressed,27086.11,15487.74,10838.20,29055.30,215455.45
Stressed,2856.74,6829.25,8564.86,32000.96,190701.19
Stressed,9837.03,8235.48,10522.56,29476.19,115277.07
Stressed,11033.87,16899.31,8238.36,18620.83,79749.05
Stressed,28636.16,28338.92,16231.89,49757.69,140254.72
Stressed,43068.46,20021.22,13578.50,28053.04,122370.95
Stressed,10347.10,6978.46,6798.01,30835.30,94434.58
Stressed,6549.15,7388.83,7184.13,25853.61,67058.26
Stressed,12915.43,8368.50,13788.02,42745.68,71706.67
Stressed,23806.29,31622.66,16671.69,31365.84,83667.78
Stressed,22037.85,20438.64,13146.71,33145.82,135745.64
Stressed,7196.98,5196.54,5766.98,27614.45,98541.07
Stressed,9416.33,9496.11,8676.15,32301.28,80437.36
Stressed,8512.93,6578.06,11417.05,26871.18,113100.62
Stressed,17995.66,11188.29,11089.38,36637.34,85113.29
Stressed,12743.62,10889.05,8846.63,24071.62,100907.99
Stressed,86780.25,70315.51,22645.32,76446.10,385593.05
Stressed,56446.82,25791.07,18467.26,41863.47,125325.92
Stressed,41591.14,31907.66,13534.33,37562.59,134238.67
Stressed,10150.80,13938.29,9412.81,21887.97,74109.44
Stressed,34276.68,14218.08,17511.19,45862.41,95838.61
Stressed,102690.26,84353.95,55206.76,71945.31,97873.89
Stressed,4454.18,15783.33,11944.41,30312.79,81016.70
Stressed,9909.01,18824.77,9804.51,32922.07,77716.15
Stressed,4974.98,7887.34,3810.31,24695.74,105989.38
Stressed,11169.30,9134.17,14802.52,33149.12,130256.90
Stressed,9700.02,19381.40,28593.80,73319.44,197485.30
Stressed,44720.42,34481.49,13623.92,26301.41,93301.51
Stressed,8057.30,9801.49,9576.12,25215.75,88968.95
Stressed,9189.51,8654.45,9135.00,27654.56,91242.00
Stressed,16932.90,14711.74,5983.59,29687.47,95470.83
Stressed,9927.76,13976.13,9105.45,24876.59,75562.79
Stressed,42183.70,33932.37,19542.07,35964.98,88399.82
Stressed,22082.94,15325.89,14371.29,35103.48,144974.48
Stressed,65212.98,59752.62,22110.97,85833.75,513294.26
Stressed,61146.84,19670.61,31597.13,59851.79,258600.98
Stressed,41413.61,29697.20,9698.17,29132.05,95893.99
Stressed,13177.36,9790.95,9427.80,18973.48,93021.14
Stressed,19415.24,7125.19,15424.54,28940.81,106110.37
Stressed,7570.41,16276.36,23366.95,35324.09,100060.36
Stressed,27335.43,47116.12,23039.98,34334.22,66397.39
Stressed,10515.01,15557.15,7160.08,20390.61,47349.25
Stressed,7038.74,5182.94,6414.97,17753.89,49332.59
Stressed,24183.76,87020.85,35951.79,49102.83,129474.22
Stressed,15334.96,15438.99,15612.29,32013.51,107816.65
Stressed,4962.13,8916.04,9688.13,26312.87,108923.40
Stressed,6911.23,9043.74,8442.25,14265.29,76521.18
Stressed,38387.62,19511.24,13421.74,30208.08,102080.59
Stressed,16183.21,16115.84,10172.68,26511.89,98402.96
Stressed,11926.22,11942.00,10512.42,49839.78,108648.84
Stressed,3795.51,5814.16,7011.73,29359.26,87730.31
Stressed,4564.11,5571.08,4755.01,24467.74,71749.96
Stressed,9376.04,13488.39,12022.32,25081.91,51860.10
Stressed,10718.29,18311.71,7368.48,17551.25,57108.74
Stressed,55502.09,38127.94,33512.48,73379.21,396628.07
Stressed,40509.97,21353.05,7452.25,36014.45,170699.92
Stressed,16079.38,8470.73,5813.73,27940.33,69470.90
Stressed,3474.24,7354.29,10134.36,26919.05,69461.07
Stressed,15775.63,27782.15,16267.79,23823.03,78379.94
Stressed,7907.19,9204.85,10544.30,28387.95,62700.24
Stressed,5235.88,6982.74,6718.88,32120.23,76349.89
Stressed,6147.96,2238.92,3235.58,9553.96,30794.43
Stressed,4877.49,18998.47,16433.06,39572.19,118314.17
Stressed,8885.12,7124.00,8028.64,28929.52,81400.90
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,1159.44,3608.81,2167.88,11246.59,38246.19
Stressed,5356.00,15596.47,15046.35,25412.41,120406.14
Stressed,14023.32,11234.07,7825.85,35099.53,106781.91
Stressed,15028.97,7748.30,9438.53,24378.05,100527.79
Stressed,6076.86,7756.92,6229.29,18341.87,77123.37
Stressed,9125.52,11705.97,3679.46,23453.38,63605.85
Stressed,3462.00,8599.71,10759.51,18917.03,68785.79
Stressed,21358.12,20579.75,8999.83,27119.05,93845.22
Stressed,14800.32,16567.45,11646.02,28774.35,66778.39
Stressed,10997.68,6057.01,8179.68,30599.44,69881.73
Stressed,7211.77,3651.96,5102.65,25613.97,67913.88
Stressed,7095.32,5485.70,4686.39,26370.74,69442.21
Stressed,9200.25,4979.20,4104.33,27745.22,80401.04
Stressed,10600.14,11880.75,8765.29,21992.68,100898.30
Stressed,10430.76,10715.94,11510.20,33755.94,88992.88
Stressed,4582.11,7477.12,6296.97,15948.23,73757.32
Stressed,3690.81,5749.63,7443.66,26153.55,79610.28
Stressed,4878.79,5726.02,5705.47,18515.70,75939.73
Stressed,4100.61,12233.72,7848.92,18381.78,62360.98
Stressed,11749.53,12939.25,13974.86,24196.65,62345.95
Stressed,7843.12,10822.67,11925.60,21657.34,63121.13
Stressed,6828.20,6024.47,9525.21,26496.68,52475.41
Stressed,2940.80,6863.93,6656.41,18649.93,57805.38
Stressed,3414.56,6265.66,8553.80,19801.88,46366.22
Stressed,105670.56,81123.32,76465.28,153651.53,397807.05
Stressed,63426.29,28818.81,19012.73,85418.18,356922.25
Stressed,8406.94,10562.51,10475.77,28095.99,89506.22
Stressed,4989.47,15092.69,6333.12,22445.90,57341.28
Stressed,7800.36,3989.67,5879.92,21627.10,64398.35
Stressed,5558.60,5653.38,3747.23,16686.13,63231.51
Stressed,6850.92,7292.47,2923.27,5844.04,15916.86
Stressed,10440.76,13032.35,10670.00,27590.07,135103.64
Stressed,8914.79,11364.44,9408.86,18954.33,79778.01
Stressed,18738.43,15314.12,16883.65,25445.30,109634.86
Stressed,12159.77,13171.55,5774.70,32441.14,146938.68
Stressed,13118.73,9240.83,7830.79,26657.04,82128.86
Stressed,8967.43,3678.53,11126.77,28333.57,91077.72
Stressed,7419.15,5857.08,8367.10,33234.25,114233.02
Stressed,9444.91,11813.15,6049.60,18616.14,91071.83
Stressed,9729.50,11550.81,5543.63,19076.13,76587.88
Stressed,6147.21,8270.76,9842.25,24204.94,74004.06
Stressed,22955.90,10675.72,8423.29,24867.30,91946.41
Stressed,16041.21,11986.99,7968.10,25693.96,82125.41
Stressed,36407.79,46776.91,19700.01,46875.38,108460.13
Stressed,14407.26,15315.99,4536.67,32728.59,78976.99
Stressed,13783.07,7682.63,12258.88,16505.03,104193.11
Stressed,5714.68,11125.41,9531.68,16060.42,69237.70
Stressed,8551.64,8956.36,10588.80,21759.74,69165.77
Stressed,8947.07,6952.78,6097.60,18514.62,49024.71
Stressed,7651.77,3175.16,4336.35,14145.80,61095.14
Stressed,7401.78,4160.80,6613.28,22506.59,73966.82
Stressed,7476.30,12707.34,3385.78,14733.65,55844.46
Stressed,7196.57,13046.35,12753.09,20018.63,61852.77
Stressed,9436.62,10102.66,8640.36,22637.09,68859.70
Stressed,53063.88,24427.99,16577.92,42278.55,121513.84
Stressed,9378.37,10252.76,8335.65,30421.33,84802.62
Stressed,41868.95,36099.94,10264.34,41418.71,89311.32
Stressed,7158.17,5782.11,5554.94,23573.66,76643.83
Stressed,5658.55,7222.73,3530.28,18665.52,62781.97
Stressed,6669.83,12686.16,7845.88,14131.92,52954.89
Stressed,5675.68,11342.97,6595.61,17277.23,50393.25
Stressed,7339.34,11057.23,10802.95,17080.99,66079.43
Stressed,7499.40,8392.63,7494.55,12954.36,51827.18
Stressed,6653.79,6843.69,13733.18,20427.26,53908.80
Stressed,5173.74,9694.66,8619.11,19684.60,73540.71
Stressed,5812.70,12608.44,5434.37,22316.96,63852.94
Stressed,36649.02,67881.74,21298.35,42609.47,69344.44
Stressed,18818.13,9333.65,7346.73,21261.09,71251.52
Stressed,20243.33,12274.82,7548.72,20475.41,67778.40
Stressed,8879.68,7679.25,5190.95,14947.62,56361.70
Stressed,5159.40,8321.25,16343.87,26207.89,62407.69
Stressed,6012.09,11184.50,13625.94,18385.62,53670.39
Stressed,8379.14,5496.62,6320.97,13857.01,59138.01
Stressed,4373.48,7881.86,6310.09,19326.67,57490.62
Stressed,12187.30,12334.28,15902.46,21615.76,65412.64
Stressed,4123.87,4530.20,6755.95,21669.70,51631.14
Stressed,7734.20,4040.66,5253.76,19068.93,61326.43
Stressed,5971.12,3736.46,4579.69,15292.28,70046.20
Stressed,4701.88,5170.88,4114.52,12641.84,79867.41
Stressed,3554.28,7410.69,3343.76,18036.62,98609.70
Stressed,2807.99,3440.90,5656.93,15071.49,94521.63
Stressed,4688.64,2675.41,3390.76,20717.64,108449.22
Stressed,4221.77,4893.44,3279.05,13816.85,112116.70
Stressed,11288.45,15090.90,6546.13,22804.42,91095.92
Stressed,9433.92,14999.61,6652.35,36466.80,94770.73
Stressed,6596.95,8817.76,7716.32,27828.11,63414.95
Stressed,4064.12,11884.58,11069.22,22605.43,73619.01
Stressed,7636.47,7322.27,4528.67,27661.47,83793.84
Stressed,120357.13,32713.55,28274.92,69893.44,395653.29
Stressed,15614.90,35669.05,14240.50,49066.78,155057.77
Stressed,62126.29,33533.86,18040.16,45610.44,124923.99
Stressed,11639.04,8846.73,14145.06,33043.45,111254.57
Stressed,8358.52,8528.20,4120.52,22401.91,96749.62
Stressed,3212.57,4701.75,5420.81,26455.97,66517.14
Stressed,20469.52,7980.69,8983.52,23701.30,60290.73
Stressed,45993.06,20473.75,18965.93,51009.31,279957.09
Stressed,9415.58,5569.30,6202.12,26873.85,98716.39
Stressed,22838.85,26400.18,10714.22,25520.95,68537.98
Stressed,35869.02,12038.92,8512.13,33390.96,134275.08
Stressed,8468.36,6505.92,7405.00,27140.99,82107.34
Stressed,44956.98,40552.91,22159.45,44718.40,107531.38
Stressed,10287.63,6511.20,3277.54,27544.15,66438.59
Stressed,25629.68,5944.24,7640.58,32725.91,121550.30
Stressed,3936.51,5226.67,9179.24,29892.17,92500.88
Stressed,7078.53,13202.37,8580.62,27225.46,91155.19
Stressed,20877.18,13832.19,6946.98,15237.70,65611.41
Stressed,6264.12,9552.48,8462.07,33377.69,113216.78
Stressed,9442.53,19530.56,13467.28,33836.50,92290.82
Stressed,19735.78,12103.04,5760.73,24896.97,70223.13
Stressed,7634.54,7368.73,8027.62,25099.86,89444.67
Stressed,13099.47,4452.26,7451.34,25538.99,69028.71
Stressed,13010.93,21807.69,9685.96,40597.76,126902.43
Stressed,25052.35,10278.73,12125.92,58847.95,256066.88
Stressed,52399.77,18523.73,11458.78,55370.19,149337.89
Stressed,19105.54,24407.81,17533.68,42645.58,156578.99
Stressed,1216.84,616.76,407.80,2214.23,8012.27
Stressed,15659.66,2814.89,8500.96,26615.32,76864.93
Stressed,16250.81,9169.99,6318.67,21421.80,92045.08
Stressed,14888.77,13348.56,9539.93,28985.37,77371.73
Stressed,7633.88,7374.98,5123.64,26532.08,75131.74
Stressed,30899.06,12223.96,7468.14,43918.93,186569.06
Stressed,12729.77,7285.10,8512.46,28908.70,94951.07
Stressed,42844.06,27677.73,11844.48,14697.06,69681.69
Stressed,17168.36,8102.44,10028.70,35633.67,106752.96
Stressed,19379.14,18748.53,9879.75,23809.23,105805.40
Stressed,17763.64,18327.92,16504.10,40124.11,120314.26
Stressed,15321.42,7781.44,8840.96,30089.87,107338.89
Stressed,11586.21,9708.81,11087.13,19301.93,103995.56
Stressed,7050.32,9250.13,8803.86,24845.14,106403.99
Stressed,7140.16,21973.31,14892.58,17718.72,125702.01
Stressed,126953.52,113402.72,42880.13,67097.58,293134.24
Stressed,21699.95,16565.41,14291.14,40779.81,166904.52
Stressed,37632.29,24970.71,33174.67,47131.17,161645.23
Stressed,36941.48,124866.13,42790.92,124773.50,480150.92
Stressed,10093.18,18831.61,21474.22,59616.76,216611.69
Stressed,16723.54,7883.63,9334.94,45843.62,138959.85
Stressed,13092.86,33612.06,10057.25,44860.84,169081.89
Stressed,105515.34,35199.21,40049.00,117453.21,553197.64
Stressed,16191.22,18791.37,9059.99,42811.89,165563.18
Stressed,11755.77,16510.40,14367.23,57583.89,183462.27
Stressed,2093.68,7436.96,10391.74,47071.61,112840.94
Stressed,17709.51,15482.20,6990.27,35080.88,146885.71
Stressed,8728.83,12004.17,13688.79,46543.86,125552.53
Stressed,21433.13,16618.92,8779.55,46483.62,118925.00
Stressed,36152.37,35222.88,22306.79,72036.00,207234.75
Stressed,14291.44,12305.97,5366.04,29717.19,130082.73
Stressed,11634.63,14905.33,6582.83,42174.17,149489.92
Stressed,10017.12,7222.59,10933.42,32045.14,90747.93
Stressed,9944.85,25546.08,8149.26,46586.99,113208.67
Stressed,5574.83,16321.30,12165.60,61094.67,150516.76
Stressed,7949.86,3792.70,8780.16,38668.20,139297.71
Stressed,14381.28,6245.60,5256.83,31876.71,98956.12
Stressed,2726.35,4845.19,6107.22,28760.58,105738.77
Stressed,3277.62,5237.81,3550.94,25245.89,103050.60
Stressed,20816.25,6861.76,7287.31,35626.37,121856.71
Stressed,6189.13,7829.52,4464.40,21662.15,85296.50
Stressed,13422.13,7484.25,9925.08,32335.75,100212.93
Stressed,8021.20,4321.14,10600.58,15125.66,92435.74
Stressed,6998.88,5391.75,5975.00,24039.23,67412.58
Stressed,5253.37,5761.84,3745.89,14557.61,50260.71
Stressed,3887.63,5092.55,4543.08,11690.42,50243.65
Stressed,8121.64,8028.65,4030.69,20607.24,60491.79
Stressed,3045.20,7517.39,6254.78,12450.65,68767.00
Stressed,11539.99,7885.25,7109.40,27603.56,75228.31
Stressed,25562.94,16447.61,9461.80,27564.66,82306.63
Stressed,6719.20,8299.30,3197.88,21542.58,71788.91
Stressed,5847.45,7154.35,12608.61,21251.88,97058.60
Stressed,3043.43,3301.95,10613.08,24746.41,67154.65
Stressed,5108.96,4207.50,3680.25,21250.51,73441.07
Stressed,6374.92,5387.76,8775.94,18529.17,68343.55
Stressed,4456.80,5619.70,6202.10,28684.87,91389.58
Stressed,25729.36,9654.45,5756.12,22159.06,77714.31
Stressed,8098.30,7880.76,8077.62,20014.63,83569.75
Stressed,11176.51,8101.05,8358.85,29248.25,79846.17
Stressed,16455.11,16234.17,8093.70,23379.64,87066.31
Stressed,9248.44,8657.56,4094.02,26205.93,145170.85
Stressed,4537.14,7510.52,7439.98,27077.19,124428.21
Stressed,8407.92,10408.40,9490.13,31742.31,95867.91
Stressed,48121.79,19682.56,12972.05,63362.43,131571.55
Stressed,14624.65,14709.27,10813.91,30335.97,84620.05
Stressed,6182.64,8909.57,6634.81,44800.57,110885.65
Stressed,6025.28,4954.39,6933.37,29418.69,75513.65
Stressed,21017.37,7682.73,8298.35,24673.10,131029.71
Stressed,35075.17,16540.43,10753.19,39308.29,97187.22
Stressed,7232.41,10113.53,11636.01,32331.36,95146.79
Stressed,12008.96,6017.95,13907.05,27837.18,168004.63
Stressed,8753.51,20774.89,10756.94,44024.29,162831.72
Stressed,26197.92,37201.60,17979.57,55586.95,223498.95
Stressed,6620.38,12500.13,8866.23,40261.94,147470.57
Stressed,13949.55,13643.19,19010.04,39265.51,187125.96
Stressed,6456.39,9783.07,10601.02,43960.51,154495.99
Stressed,10324.88,7526.74,5286.62,45510.65,145221.71
Stressed,3850.55,5517.41,5176.03,32941.46,110910.63
Stressed,46603.68,48520.43,20880.33,72303.19,256296.52
Stressed,12032.06,9215.68,9410.35,41429.31,146089.73
Stressed,2818.84,10601.69,16745.45,51796.87,135598.37
Stressed,5001.04,4643.76,8229.31,47795.48,123972.50
Stressed,4655.02,13136.87,14664.36,46899.84,122952.87
Stressed,6755.25,10641.86,9230.74,27708.68,99201.46
Stressed,5179.58,11174.43,10318.62,28549.98,69895.07
Stressed,76022.57,90515.70,26001.66,73793.94,341153.58
Stressed,20122.05,17079.51,17287.00,32823.59,109208.01
Stressed,28228.42,10384.50,6308.45,31916.57,101694.45
Stressed,7222.20,2430.40,6254.20,33124.88,98598.48
Stressed,9239.96,6013.05,4069.47,27590.76,93468.85
Stressed,4689.97,21125.33,11109.37,33598.05,86565.34
Stressed,14916.58,32772.64,20460.26,37591.28,168513.96
Stressed,41508.12,23303.50,10291.94,19648.31,61782.49
Stressed,17356.74,4672.13,13533.16,30948.26,74205.05
Stressed,26708.26,9442.62,5245.37,30577.76,95463.03
Stressed,8468.95,7760.77,9970.27,20595.02,77354.21
Stressed,7702.71,7202.05,8436.67,19559.90,64182.28
Stressed,17161.12,21589.05,5808.87,28811.65,97070.18
Stressed,13774.26,13656.28,11862.26,30875.10,128435.60
Stressed,8532.94,7285.68,7878.99,29671.19,78038.47
Stressed,3994.21,7249.99,7379.04,20722.18,74298.99
Stressed,36258.11,20222.52,8504.74,20111.30,63495.65
Stressed,62883.17,24624.88,11373.58,89338.91,543999.93
Stressed,15611.76,11555.16,8376.81,58983.19,227466.71
Stressed,13729.91,37109.78,30576.30,61355.06,135842.08
Stressed,7709.97,8932.62,5612.49,27875.02,96129.76
Stressed,1875.45,6428.46,7994.98,42672.98,86791.28
Stressed,52813.96,17644.15,19426.41,29641.84,92060.17
Stressed,6316.32,4181.83,2448.17,7130.87,19113.50
Stressed,7436.82,8665.79,11004.73,30326.96,99291.96
Stressed,6783.30,3700.09,4620.76,24457.66,90750.12
Stressed,10384.65,6681.45,9011.49,24236.04,81664.42
Stressed,21723.00,20647.85,14983.01,37432.69,118299.90
Stressed,63848.92,38269.15,21948.61,62904.38,337208.16
Stressed,17152.88,24077.41,15052.07,50206.80,203127.32
Stressed,19130.50,19097.27,10087.90,44318.26,175949.34
Stressed,22287.25,19976.68,9556.59,53770.84,191900.48
Stressed,2928.61,8988.02,6577.08,45822.01,159382.78
Stressed,16712.72,22895.80,11835.69,37881.07,141553.06
Stressed,14661.99,27032.58,14003.62,34806.86,190708.10
Stressed,4187.03,4986.06,8480.69,37561.03,143825.73
Stressed,81331.32,131797.99,43005.71,84918.90,320124.10
Stressed,63305.74,62868.80,44006.02,87623.80,189182.82
Stressed,79131.66,37758.77,16613.11,66796.53,200081.44
Stressed,9096.08,28276.64,23035.58,79207.26,166536.87
Stressed,19208.23,30043.24,18741.95,63225.81,136245.89
Stressed,20769.29,23787.39,26378.14,39396.29,95222.89
Stressed,26409.26,12191.37,18538.66,41216.62,103326.13
Stressed,13573.30,11956.77,7752.90,38276.22,106764.22
Stressed,64752.19,17248.11,7618.30,30792.55,133041.38
Stressed,4263.04,13232.43,7701.34,36755.79,119588.42
Stressed,25356.76,28905.93,62065.55,61562.63,173119.57
Stressed,18588.10,21159.29,12719.05,41916.70,110048.21
Stressed,23135.58,24680.32,27986.11,50820.12,107268.97
Stressed,7974.06,14333.74,9653.62,31685.77,72266.70
Stressed,10934.19,11468.60,8043.27,43345.37,103012.34
Stressed,13840.16,14239.07,6255.81,34479.11,129356.70
Stressed,10304.16,9427.45,6057.82,36625.95,96330.93
Stressed,14025.86,16676.97,13557.03,44628.31,111521.30
Stressed,21343.82,16202.38,17266.77,61686.26,204863.44
Stressed,10790.52,8408.65,14977.96,57889.01,224858.67
Stressed,7099.50,2835.34,4668.58,35071.49,151736.36
Stressed,23287.23,32871.12,11937.63,33992.02,157679.61
Stressed,4127.72,5693.50,2330.86,32890.72,154290.77
Stressed,5730.36,6997.55,3563.92,27391.31,112913.20
Stressed,24962.20,32976.77,15726.82,31214.58,137367.24
Stressed,4757.83,6319.36,7664.15,32943.02,149391.61
Stressed,1563.30,5085.76,5091.60,37527.21,137061.79
Stressed,5630.43,4653.23,4408.40,30015.03,120601.76
Stressed,5667.16,6650.57,4358.97,24378.96,139832.69
Stressed,3793.12,6678.90,5514.55,27975.09,146902.09
Stressed,5258.67,6930.70,7231.75,35323.58,138600.21
Stressed,27928.34,28078.03,18142.37,52960.14,137360.95
Stressed,22708.13,18243.25,16403.23,35722.04,178309.31
Stressed,11413.03,9367.11,6751.31,41851.11,120573.43
Stressed,5907.93,10485.74,11062.07,25319.13,100122.99
Stressed,17364.82,30286.74,14271.60,41096.41,141102.30
Stressed,13611.99,22248.53,11331.76,38604.69,145821.98
Stressed,3802.64,4872.65,4105.37,47036.85,111377.21
Stressed,50530.15,57781.33,40331.03,42612.97,189352.73
Stressed,11566.07,9588.45,8973.22,41561.81,111545.59
Stressed,13281.02,9733.48,8059.47,36783.47,129867.62
Stressed,5383.60,12088.25,10341.37,49038.92,116790.91
Stressed,6021.99,6136.70,4959.44,25991.65,108408.26
Stressed,2191.04,10354.86,6609.98,46878.75,112802.32
Stressed,4609.26,12782.54,7632.56,33616.61,98593.52
Stressed,23678.44,24819.69,14420.53,49629.31,184581.52
Stressed,1684.35,3950.16,4410.54,35470.77,120586.32
Stressed,1417.62,4191.61,12154.82,27963.33,123849.98
Stressed,1294.44,3951.05,7492.99,28620.04,121197.13
Stressed,5186.96,9434.83,9208.14,35527.62,115777.58
Stressed,2020.58,5647.73,5479.70,29810.00,130736.67
Stressed,2256.58,7013.47,7306.44,38767.48,123423.89
Stressed,2959.32,4562.22,6814.07,38954.26,133587.27
Stressed,17086.56,13731.44,6709.12,38343.90,128554.60
Stressed,4864.11,7407.74,14113.05,43719.77,144840.33
Stressed,17054.44,6252.74,7296.06,11752.94,34452.82
Stressed,7045.40,4446.86,7056.05,34736.40,127273.56
Stressed,5405.47,4286.17,10694.69,26786.52,92225.74
Stressed,14536.51,12496.47,5898.80,38464.92,100319.86
Stressed,10498.93,10286.09,6261.32,25755.77,84080.48
Stressed,23341.22,10795.85,6336.73,30434.90,98799.65
Stressed,11233.27,5904.90,8257.77,28113.62,75848.77
Stressed,7351.95,8249.11,5675.99,18426.46,74280.36
Stressed,19337.30,20260.54,21103.62,63080.11,131575.51
Stressed,13775.33,6381.53,7779.08,35035.93,78672.23
Stressed,11414.50,5545.94,6109.21,42315.05,120146.45
Stressed,24032.92,7047.45,8863.07,27136.07,120080.88
Stressed,7212.66,3554.10,11505.85,27218.64,75827.54
Stressed,56445.12,16467.45,7060.45,28159.73,100423.87
Stressed,6927.24,13225.79,7639.88,35617.78,102236.71
Stressed,8014.21,5348.15,5956.64,37120.69,106237.52
Stressed,12475.17,15011.52,7106.03,38392.51,121524.96
Stressed,6624.07,10600.91,10091.95,33252.35,106217.32
Stressed,3414.02,10071.15,6892.26,23553.14,100992.90
Stressed,12708.75,11420.40,9854.27,34501.55,106267.46
Stressed,4991.95,10468.08,5201.39,19984.56,100425.46
Stressed,7698.98,5643.84,6075.34,21130.54,59005.38
Stressed,10902.71,5899.60,6191.98,26236.53,67519.28
Stressed,2531.81,6328.25,4809.07,23818.62,60918.43
Stressed,9726.50,4435.72,7657.40,21034.84,62683.78
Stressed,4503.39,5488.01,5818.40,24257.88,78725.05
Stressed,11536.29,9090.87,7349.24,17516.95,66546.33
Stressed,5408.13,2745.00,5032.33,21355.65,87704.46
Stressed,5229.44,4936.71,8859.00,23781.43,80822.35
Stressed,9104.23,14878.74,2772.79,25101.29,77165.02
Stressed,3285.26,3792.08,6302.27,18255.88,62538.15
Stressed,17093.20,4826.61,4561.98,24279.10,77433.30
Stressed,3428.51,5371.65,3937.98,25664.53,61651.55
Stressed,12967.31,11488.62,4813.49,24333.75,67871.57
Stressed,3472.33,5659.88,8689.36,29085.30,82163.79
Stressed,6867.00,6226.65,6044.36,29236.13,96063.96
Stressed,15809.08,7658.85,14620.84,41613.00,104461.78
Stressed,6621.18,9840.47,6333.23,21512.56,66422.08
Stressed,6047.00,11866.65,11703.48,39964.70,100912.76
Stressed,46705.27,21210.32,16363.98,18681.11,73386.42
Stressed,100241.32,54878.00,22798.77,31867.61,160153.70
Stressed,136810.78,47802.90,14217.10,95364.14,190790.12
Stressed,94220.57,65638.39,20042.40,39602.32,116271.72
Stressed,10207.70,6741.51,10188.62,33907.68,174438.80
Stressed,29797.61,27781.22,37567.87,32082.67,157671.69
Stressed,2329.26,2691.05,4068.14,14278.07,50565.82
Stressed,8216.29,12727.69,10401.40,29073.76,124037.38
Stressed,17051.82,13520.46,9419.65,31576.87,117454.87
Stressed,17139.19,18157.15,5225.01,29104.60,93082.41
Stressed,27774.52,20994.38,12603.00,26167.57,131772.47
Stressed,15487.92,38111.58,11706.34,41052.79,129393.52
Stressed,24963.77,9393.28,14045.55,36293.47,104143.14
Stressed,36023.87,34882.73,18421.66,40508.48,128940.18
Stressed,27401.87,11868.01,5937.43,23586.64,131940.76
Stressed,3795.64,3248.86,6008.62,22264.17,113572.56
Stressed,7215.45,18133.52,7794.58,26817.76,126893.58
Stressed,11411.47,17408.83,13389.38,30016.02,139623.30
Stressed,15445.94,6880.37,6841.46,25600.65,108914.42
Stressed,13492.76,12878.08,3066.95,19297.19,95691.04
Stressed,10716.61,6899.20,5928.57,18572.46,107661.67
Stressed,35411.41,7754.19,6959.14,24668.11,152702.35
Stressed,13249.04,13235.60,13392.18,30604.09,200165.28
Stressed,38666.75,11535.88,8382.07,54066.81,143840.28
Stressed,28804.58,20859.43,8769.43,20075.63,85769.42
Stressed,21005.63,10059.76,10526.00,26014.78,166437.91
Stressed,31138.94,21120.21,11999.51,29760.70,137742.60
